type,priority,summary
Improvement,Major,Remove HeaderContributor and friends in favor of IHeaderContributor
Improvement,Major,Make Component and IBehavior directly implement IHeaderContributor to make things simpler
Bug,Major,ClassCastException when requesting for non-page class
Bug,Major,DateTime bug with a date pattern without separator
Improvement,Minor,Form.delegateSubmit: invoke onSubmit() of nested Forms before onSubmit() of enclosing Form
Improvement,Major,Add timestamp part to resource filenames for better caching
Bug,Major,Return the possibility to create custom WebRequest/WebResponse per Application
Bug,Major,WicketServlet failes to initialise with NullPointerException in WebXmlFile.getFilterPath()
Bug,Major,WicketTester does not preserve the form component values when submitting with AjaxSubmitLink
Bug,Major,The new mappers ignore single query parameter with empty value
Bug,Minor,AJAX file upload fails in IE8 due to Wicket.Ajax.handleMultipart() sniffing wicket:body tags as an HTML body element when running Wicket in development mode
Bug,Major,Broken AbstarctCalendar dependency
Bug,Major,isTemporary behavior and ajax behavior together crashes with WicketRuntimeException: Couldn't find component behavior.
Bug,Major,No exceptionpage on exceptions during ajax
Bug,Minor,RequestCycle logs something  when its intended for servlet container
Improvement,Minor,Add IRequestListener interface to allow easier framework extension points
Bug,Minor,Adding node to a collapsed tree node should not cause it to expand
Bug,Major,Commons logging must die
Bug,Major,No Exception page are rendered when using ajax
Bug,Critical,Dropped support for Servlet 2.5 inadvertently
Improvement,Trivial,test for undefined in the  same manner throughtout the code.
Bug,Major,Can not create cookies
Improvement,Major,support building wicket offline by resolving DTD references locally
Bug,Major,executeAjaxEvent in WicketTester works although Component is not enabled
Improvement,Minor,Strange IResourceStream type hierarchy
Improvement,Minor,Parametrize IFilterStateLocator
Improvement,Trivial,Chunk.slice seq.subList(pos  pos) returns empty list so why bother
Bug,Major,Correctness of tests is order dependent  ThreadContext.detach not always called
Bug,Major,IResourceSettings.setUseTimestampOnResources(true) and performance
Bug,Major,Form  containing FileUploadField and UploadProgressBar throws an exception when removed from the parent
Bug,Major,Localizer.substitutePropertyExpressions() is called twice when Localizer.getString() is called
Bug,Major,WicketTester can't create new sessions
Bug,Major,AutoCompleteTextField does not work in an iframe under IE 6  7 or 8
Bug,Trivial,DatesPage test LocaleDropDownChoice getObject calls getSelectedLocale()  does not use result
Bug,Major,AbstractMarkupParser doesn't remove Comments correctly
Improvement,Major,Complete documentation of Component Lifecycle
Bug,Trivial,In extensons CaptchaImageResource render method  while loop does not loop
Bug,Major,for stateless pages wicket complains with 'The Buffered response should be handled by BufferedResponseRequestHandler'
Improvement,Trivial,AnnotationsRoleAuthorizationStrategy isInstantiationAuthorized package==false  class==true returns true
Bug,Major,NPE with nested property models
Improvement,Major,Add restartResponseAtSignInPage() Method to AuthenticatedWebApplication
Bug,Major,ModalWindow title not visible
Bug,Major,IResponseFilter doesn't work in 1.5
Improvement,Major,DropDownChoice:  'data' or 'choices?'
Improvement,Minor,Please use lists instead of arrays
Improvement,Minor,Url should accept null parameters list
Bug,Major,unable to add nodes to an empty rootless Tree (e.g. LinkTree)
Improvement,Major,Multiple language support for UploadProgressBar
Bug,Major,AjaxEditableMultilineLabel generates invalid HTML
Bug,Major,Ajax submit  link does not show busy indicator under IE
Bug,Minor,Patches to correct some Findbugs warnings in core  request and util
Bug,Minor,TreeTable should call attachUpdate javascript on domready event.
Bug,Major,Url to the home page is not correct when the current base url has only one segment
Improvement,Major,Upgrade jetty version to 7.2
Improvement,Minor,Add class for span with text in wicket-extensions/treetable
Improvement,Minor,'wicket' Maven module brings the other three wicket modules as transitive dependencies
Improvement,Minor,Improve SerializableChecker message
Bug,Major,Validation Error on AjaxEditableLabel causes ajax calls in loop on Chrome Browser
Bug,Minor,1.5-RC1 sources seem to be missing in Maven repository
Improvement,Major,Extend multiple file handling to IMultipartWebRequest
Bug,Major,HttpsMapper and BookmarkablePageLink
Improvement,Trivial,Comment: org.apache.wicket.util.upload.RequestContext interfsace to interface
Bug,Major,Incorrect casts to AuthenticatedWebSession in AuthenticatedWebApplication class
Improvement,Trivial,org.apache.wicket.request.mapper.parameter.PageParameters Comment
Improvement,Minor,Add wicket version to initial page in wicket-examples
Bug,Major,RememberMe doesn't remember me
Bug,Major,1.5 equivalant of protected void WebRequestCycle.onRequestTargetSet(IRequestTarget requestTarget) is mising from AbstractRequestCycleListener
Improvement,Trivial,org.apache.wicket.util.collection.MultiMap addValue
Bug,Minor,javascript with a less than character ('<') fails to execute when added through a header contribution in ajax response
Bug,Minor,org.apache.wicket.markup.html.form.AbstractChoice renderer cast in method appendOptionHtml
Bug,Trivial,org.apache.wicket.util.collections.MostRecentlyUsedMap getRemovedValue method returns Object not V
Bug,Minor,ChangeHandler fires in IE on POS1 and END
Bug,Major,Value exchange in a wicket:message throws an exception
Improvement,Minor,Add methods to IBehavior to listen for configuration events
Improvement,Trivial,PackagedTextTemplate -> PackageTextTemplate
Improvement,Minor,Update jetty to 7.3 and spring to 2.5.6.SEC02
Improvement,Trivial,Greek (el) Application.properties
Bug,Major,BaseWicketTester#isInvisible(String path)
Bug,Major,Can't write session to disk with tomcat : Servlet is destroyed before serialization
Improvement,Major,Allow for dynamic prefix and suffixes in CheckBoxMultipleChoice
Bug,Major,NullPointerException in PersistentPageManager's page cache
Bug,Minor,Link tries to construct the URL when the link is disabled
Improvement,Trivial,Modify o.a.w.Component.send method signature to exactly match the one defined in superinterface
Bug,Major,ResourceMapper doesn't work: mapHandler() always returns null
Bug,Minor,HttpsMapper triggers rendering of incorrect absolute callback url for Link
Bug,Major,SHOW_NO_EXCEPTION_PAGE responding with HTTP status 500 is overwritten by redirect
Improvement,Major,Proposal: merge upload progress monitoring functionality into wicket-core
Improvement,Major,Make AjaxLink's URL more configurable
Improvement,Major,Add possibility to test Resources/ResourceReferences with WicketTester
Improvement,Minor,Make Select component generic
Bug,Major,Using web.xml  to render error pages via Wicket yields undesired behavior in Wicket 1.5
Improvement,Minor,Allow AttributeAppender to also prepend values
Improvement,Major,Reset the busy flag in Wicket.Channel if the execution of the callback fails for some reason
Improvement,Minor,Constructor of org.apache.wicket.PageReference should be public
Bug,Major,RequestLogger doesn't dump its collected data at the end of the request
Improvement,Minor,Expose active requests via JMX
Bug,Major,Autolink (AutolinkBookmarkablePageLink) already rendered problem
Bug,Major,onInitialize() is not called before StatelessForm.onSubmit()
Bug,Minor,Popup close link not working in wicket examples linkomatic page
Improvement,Trivial,Add a link to the main page of Wicket Examples in the 'stateless' example page
Bug,Minor,CryptoMapper ignores the IProvider argument
Improvement,Trivial,Let AbstractResourceStreamWriter implement empty getContentType()
Bug,Major,AppendingStringBuffer.append(StringBuilder  int  int) interprets length as stopIndex
Bug,Major,NumberTextField and RangeTextField should always render/parse its value with English locale
Bug,Major,DatePicker issues with locale medium date format
Bug,Minor,Ajax header-contribution omits IE conditional comments
Bug,Trivial,ContainerFeedbackMessageFilter should use Objects.equal for equality checking
Bug,Major,Using render strategy ONE_PASS_RENDER fails for Ajax requests
Bug,Trivial,Application_pt.properties
Bug,Major,Wicket do not test the 'buffer response' property in IRequestCycleSettings when creating the WebResponse in WebApplication
Bug,Major,Tree 1.4 to 1.5 migration issue warning
Improvement,Major,Unable to override final method isLinkEnable of class AbstractLink
Bug,Trivial,BookmarkablePageLink :: setParameter int versions missing
Improvement,Trivial,MarkupResourceStream should use debug instead of info to log non-standard namespace
Bug,Major,UrlRenderer should not always add '.' to url
Bug,Minor,parentFolderPlaceholder default value in Settings implementation is inconsistent with the javadoc
Improvement,Minor,Add converter for Calendar class
Improvement,Minor,IHeaderResponse.renderJavaScriptReference does not support the 'defer' attribute
Bug,Major,element in Ajax requests is executed twice in Opera 11
Bug,Major,Usage of JavaScriptCompressor by resources other than PackageTextTemplates is lost!
Improvement,Minor,Improve WebClientInfo logic to extract the exact browser version
Improvement,Major,Make Objects.convertValue() generic
Improvement,Major,Split IHeaderContributor into IHeaderContributor and IComponentAwareHeaderContributor to make implementation cleaner
Bug,Major,WebPage cannot find the head container if TransparentWebMarkupContainer is associated with
Bug,Major,Session is invalidated more than once because Session.sessionInvalidated is not reset
Bug,Major,WicketTester.startComponent(Class  Markup) doesn't deliver the contributed response to the headers
Improvement,Trivial,Component.getAjaxRegionMarkupId loops over all behaviors even if markupId is found
Improvement,Major,Please improve ErrorMessage for WicketTester#assertRenderedPage
Bug,Major,wickettag contents aren't skipped when trying to find markup in 1.5
Bug,Major,MultiFileUploadField internationalisation does not work
Improvement,Major,Allow filtering and grouping of resources in the
Bug,Major,extremely slow performance in development mode
Bug,Major,npe in StoredResponsesMap
Bug,Major,wicket-datetime datepicker fails to display calendar with js error in calendar.js:3225 in IE8
Bug,Major,Scalability issue with PageAccessSynchronizer
Improvement,Major,Add RestartResponseException constructors to specify a RedirectPolicy
Bug,Major,throw new RestartResponseAtInterceptPageException is not serializable
Improvement,Major,Touch the page only when it is just read from the page store
Bug,Major,unexpected order of head contributions
Bug,Trivial,html file are not encoding to utf-8
Bug,Minor,Warning text outdated in InheritedMarkupMarkupLoader
Improvement,Major,Differentiate Google Chrome from Safari in wicket-xyz.js
Improvement,Major,CheckGroup's model update should be aligned with ListMultipleChoice
Improvement,Major,wicket FileChannelPool has scalability issues
Bug,Major,ModalWindow shows 'Page Expired'
Improvement,Major,Simplify BrowserInfoPage by using InterceptData
Improvement,Major,Remove duplicated resource resolution logic
Improvement,Major,Prevent ResourceNameIterator from iterate the same name twice
Bug,Major,Localizer.get() should be static
Improvement,Minor,LinkType inner class is duplicated
Bug,Major,some jmx values are not working since they require wickets filter environment (application  session  etc.)
Bug,Major,RequestLogger doesn't log incoming event and outgoing page
Bug,Major,WicketTester does not follow absolute redirects
Bug,Major,In wicket 1.5 urlFor returns incorrect string for package mounted pages
Bug,Major,The wicket:enclosure attribute doesn't work properly
Bug,Major,in environments without reliable timestamps (e.g. some clusters) resource caching is useless
Bug,Major,Modal window won't show in internet explorer document mode 8
Improvement,Minor,make PropertiesFactory easier to use outside of wicket scope
Bug,Trivial,StoredResponsesMapTest Random.nextInt takes only positive integer arguments  not 0
Bug,Minor,AbstractTransformerBehavior sets wrong namespace
Bug,Major,URIs should be used instead of URLs as Set or Map keys.
Improvement,Major,Allow validators to detach by mixing in IDetachable
Bug,Major,Reference to a non-existing images causes IllegalStateException 'ResourceResponse#setWriteCallback() must be set.'
Bug,Major,setResponsePage in AjaxLink goes always to localhost:8080 instead to the right host and port
Bug,Minor,Problems concerning IE9 with 'ActiveX Filtering' enabled
Bug,Major,in development mode Wicket stops picking up markup changes
Bug,Major,Modal window does not show the right page
Bug,Major,renderCSSReference doesn't work with mountPage('/')
Bug,Major,PageParameters#set not follow INamedParameters#set behavior
Bug,Major,Encoding problem with POSTing a form with Ajax
Bug,Major,Encoding problem with JavaScriptRefrences
Bug,Major,SCRIPT tags in Ajax-Response are not evaluated in Chrome
Improvement,Trivial,FilterForm#enableFocusTracking(FormComponent) method uses ComponentTag#put(String CharSequence) with key='id' which gives a warning in Wicket 1.5
Bug,Major,NPE with RequestLogger enabled and Https
Bug,Major,NPE when requesting http://example.com/app/wicket/resource/org.apache.wicket.extensions.ajax.markup.html.modal.ModalWindow/res/
Bug,Major,CryptoMapper does not correctly decrypt URLs for the home page
Improvement,Trivial,Improve AJAX FunctionsExecutor robustness with try/catch
Improvement,Major,IResourceCachingStrategy is too much bound to PackageResource  make it more general
Bug,Major,the wrong option in select components is rendered (Combination of reusing panels and defaultFormProcessing==false)
Bug,Major,A (stateless) page immediately disappears after the first render
Bug,Major,TextTemplateResourceReference should be registered into the ResourceReferenceRegistry because otherwise the next request is served by PackageResourceReference
Bug,Major,Modal Window is not shown in IE8
Bug,Minor,Potential StackOverflowError in SerializableChecker
Improvement,Major,Make AbstractMapper.getPlaceholder and similar methods as public methods
Bug,Major,SignInPanel prevents the page being Stateless when signing in with the 'rember me' facility.
Bug,Major,Page Lock on Browser Back Button after Page Expiry
Bug,Major,SignInPanel may lead to infinite redirects if there is rememberMe cookie with outdated data
Bug,Major,Wicket 1.5 Form Post Action and Link Get discard Page Class Information
Bug,Major,MarkupContainer.toString(true) fails with MarkupNotFoundException if the call is made in the component constructor
Improvement,Major,Please Allow AjaxLink to use getChannelName
Bug,Major,ComponentStringResourceLoader must not include the index of repeater items in resource lookup but still resolve properties to them
Bug,Trivial,Fix Javadoc in SimpleAttributeModifier.
Bug,Major,AbstractTree#updateTree(AjaxRequestTarget target) is invoked even when request is non-ajax
Bug,Major,Memory leakage in browser with AbstractAjaxTimerBehavior
Bug,Minor,LocaleFirstMapper does not strip Locale from url in getCompatibilityScore()
Improvement,Major,Register devutils only if IDebugSettings#isDevelopmentUtilitiesEnabled() is true
Improvement,Major,Assume that form.onsubmit() without explicit return value means that submit should proceed
Bug,Minor,AjaxIndicatorAppender removes itself immediately when added via ajax
Bug,Major,Wicket quickstart advertise HTTPS but it doesn't work when started with jetty:run
Bug,Major,INamedParameters.getAllNamed() returns a list of NamedPairs defined as inner class of PageParameters
Bug,Minor,Error detaching RequestCycle listener after serialization failure
Improvement,Minor,Provide new HybridPageParametersEncoder class for backwards compatibility with pre 1.5.x Hybrid URL encoding
Improvement,Minor,Make Application#init() run after IInitializers to allow the application to override any settings configured by initializers
Bug,Minor,SmartLinkLabel doesn't recognize already tagged links
Bug,Major,addDomReadyEvent broken for IE
Bug,Major,Automatic Image Linking broken for images in base packages
Bug,Critical,Localizer.getCacheKey() generating redundant keys for same values causing memory leak.
Bug,Major,Automatic Linking in base page broken
Bug,Major,NPE in CachingResourceStreamLocator due to the search in parent's markup in Autolink code
Improvement,Minor,Add localization resources for DataTable components
Bug,Major,AbstractResourceAggregatingHeaderResponse does not order javascript properly
Bug,Major,Error page resource relative urls are wrong
Improvement,Major,Add additional constructor to DownloadLink that accepts the filename in a Model
Bug,Minor,Enclosure can't find a child with deeper path in TransparentWebMarkupContainer
Bug,Major,NullPointerException in JsonRequestLogger when logging resource requests
Bug,Major,AppendingStringBuffer.insert  infinite loop
Bug,Major,ListenerInterfaceRequestHandler should not assume existence of a page
Improvement,Major,RequestHandlerStack: Unnecessary Stacktrace in log on PageExpiredException
Improvement,Major,Do not add anti cache parameter to the images used for the Tree's junction links
Improvement,Trivial,update/improve javadocs of SpringComponentInjector and GuiceComponentInjector.
Improvement,Trivial,Allow passing custom AjaxChannel in AjaxLazyLoadPanel
Improvement,Minor,Add CachingResourceVersion#invalidate(IStaticCacheableResource) to manually purge cache entries
Bug,Major,dropping ajax request causes componentnotfoundexception
Improvement,Trivial,add wicket-jar_es.properties for spanish localization
Bug,Minor,AbstractResourceAggregatingHeaderResponse forgets some information about references
Improvement,Minor,Upgrade pom reference for joda-time from 1.6.2 to 2.0
Bug,Minor,DebugBar displays stacktrace with FeedbackPanels
Bug,Major,UrlRenderer renders invalid relative URLs if first segment contains colon
Bug,Major,Wicket autocomplete keeps working on the replaced element when somehow the element is replaced by another ajax request when it is shown.
Bug,Major,Thread Test Uses Sun Proprietary API
Improvement,Major,Quality of ThumbnailImageResource
Improvement,Major,Remove superfluous call to ResourceReference#getResource() in ResourceMapper when trying to map the resource URL
Improvement,Major,Rendering of resources in the header with dependency resolving and support for bundles
Bug,Major,Select component loses it's value
Bug,Major,Performance regression in Component.configure() in 1.5
Bug,Major,CheckGroupSelector 'Select all' behavior broken when the CheckGroup contains a single check box.
Improvement,Major,PageSavingThread.stop() blocks forever
Bug,Major,ListView causes page ID increment
Bug,Major,MockHttpServletResponse.addCookie(Cookie) adds duplicate cookies
Bug,Major,FormTester doesn't handle nested forms correctly
Bug,Major,StringValueConversionException for correct situation
Bug,Minor,Logic or Exception Message is incorrect in ModalWindow.setCookieName
Improvement,Major,Wicket autocomplete doesn't take the scrollbar into account when calculating the width
Improvement,Major,Make AjaxRequestTarget an interface and move the impl to AjaxRequestHandler
Bug,Major,Rerendering a page with WicketTester after you loose permission does not give access-denied
Improvement,Major,Implement onValidateModelObjects() and beforeUpdateFormComponentModels() for nested forms
Improvement,Major,Extract the code that creates the XML for Ajax responses out of AjaxRequestHandler
Bug,Major,BufferedWebResponse fails to add/clear cookie in redirect
Bug,Major,Markup Inheritance & getVariation(): markup loading (and merging) order depends on whether the super constructor adds components or not.
Bug,Major,Duplicate html ID for generated divs in modal.js
Bug,Major,Form components' name/value are encoded in stateless form's action url
Improvement,Trivial,Useless concatenation with empty string in DefaultAuthenticationStrategy.save
Improvement,Trivial,Two WicketSerializableException classes
Bug,Major,datatime extension's calendar-min.js appears to be corrupted / out of sync
Bug,Minor,org.apache.wicket.validation.ValidatorAdapter class causes problem with validator properties to be loaded
Improvement,Minor,Add maxlength to  wicket-datetime hours  minutes input fields
Bug,Critical,StringIndexOutOfBoundsException when forwarding requests
Improvement,Trivial,ChoiceFilteredPropertyColumn with setNullValid to true
Bug,Major,CheckGroup model in AjaxFormChoiceComponentUpdatingBehavior onUpdate contains only last checked item
Bug,Minor,Unversioned pages don't get touched when created and cannot be found by ID later
Bug,Major,Wicket 1.5 rewrites template content where it should not
Bug,Minor,executeAllTimerBehaviors does not find all timer behaviours
Improvement,Trivial,Replace all String.split(char) with Wicket's Strings.split(String  char) for better performance
Bug,Major,PageProvider should create a new Page instance if PageParameters are changed  even if a stored page exists.
Bug,Major,processScript in Wicket.Head.Contributor doesn't remove CDATA - eval fails in IE
Improvement,Major,Change IValidationError API to work with java.io.Serializable as other methods (info  error  success  ...) in Component and Session
Bug,Major,Repaint the initial state of the page if the page is expired  a new one is freshly created and the requested component is not available
Improvement,Major,setTextEncoding on JavascriptResourceReferences/CssResourceReferences
Bug,Major,Autocomplete IE javascript error: 'target' is null or not an object
Improvement,Major,Use an external host for the static javascript files (specially JQuery)
Improvement,Minor,Stateful components which are invisible force page to be stateful
Improvement,Minor,Generic registry of javascript/css resource references
Bug,Major,Inline Enclosure needs to check isVisibleInHierarchy  not only isVisible
Improvement,Major,ModificationWatcher easier for extending
Improvement,Major,Add setHeader() to MockHttpServletRequest to be able to override default headers
Bug,Major,Component#setDefaultModel() should call #modelChanging()
Bug,Major,wicket:link component ids get too long
Bug,Major,TagUtils uses wrong separator in its #copyAttributes()
Improvement,Minor,Give StringValue toEnum methods
Bug,Major,TextTemplate in RenderHead() on component doesn't Re-Render for every page
Bug,Major,HtmlHandler wrongly handles tags not requiring closed tags if the markup does not have 'top' level tag
Bug,Major,NumberTextField renders its value in unsupported number format
Bug,Major,Make it easier to produce a page with links with absolute urls
Bug,Major,AjaxLazyLoadPanel not replaced within AjaxTabbedPanel
Bug,Major,AbstractTextComponent not escaping html data by default therefore user text is not redisplayed correctly
Bug,Major,Fix missing in 1.4.19  was fixed in 1.3.3:  Discrepancy between Button implementation of getForm and the code in Form.findSubmittingButton()
Bug,Major,wicktTester.getLastResponseAsString() returns wrong result after starting a Component
Bug,Major,Spaces in path cause ModifcationWatcher to fail
Bug,Major,UrlRenderer produces wrong full urls when the passed parameter is not absolute (as Url understands 'absolute')
Bug,Major,Wicket example 'forminput' is broken due to bad url for IOnChangeListener
Improvement,Minor,OpenCloseTagExpander should include i tag
Improvement,Major,Recorder#getSelectedChoices() can be very slow under certain circumstances
Bug,Major,AjaxEditableLabel not selecting text or moving cursor on Firefox 11.0 or Safari 5.0.5
Bug,Major,Final methods on ResourceNameIterator prevent full customization of IResourceStreamLocator
Improvement,Major,Add Generics to TabbedPanel:
Bug,Major,AbstractDefaultAjaxBehavior.getCallbackFunctionBody uses jQuery.extend
Bug,Major,Unencoded ampersands in CSS-/Javascript-Reference
Bug,Major,Component#getMarkupId() generates id that gets hidden by AdBlock
Bug,Major,Wicket 1.5.6 duplicates segments in absolute URLs
Bug,Major,Resource filtering breaks the calculation of rendered resources
Bug,Minor,Shared Behavior's renderHead method called only for one component  not for all of them
Bug,Major,ThreadContext does not properly remove the ThreadLocal from the current thread
Bug,Major,NumberTextField does not have default minimum and maximum
Bug,Major,URLRenderer renderFullUrl
Bug,Minor,Closing  tag is incorrectly setup as autocomponent
Bug,Major,WicketAjaxDebug.logError used in Wicket.Head.addJavascript - JS error when wicket-ajax-debug.js not loaded
Bug,Minor,DataTable toolbars do not handle dynamically changing columns in the table
Improvement,Minor,Vars in ValidationErrors should be properly converted
Bug,Major,ResourceStreamLocator vs ResourceFinder
Improvement,Major,Optimize PageExpiredException to not load its stacktrace
Bug,Major,WicketFilter unify the filterPath
Improvement,Trivial,Change Url#parse() methods to accept CharSequence instead of String
Improvement,Minor,AbstractLink does not call getBody to get its body
Bug,Major,ResourceStreamResource should use #getResourceStream() instead of directly using the 'stream' field
Bug,Minor,MultiFileUploadField after selecting a file does not hide properly input field
Improvement,Minor,Using setResponsePage() before page rendering should skip the rendering of the page
Improvement,Major,Make it possible to use JsonFunction as a AjaxCallListener's handler
Bug,Minor,AjaxFallbackLink and log a warning when there are several ajax event behaviors on the same event
Bug,Minor,Atmosphere Modul not working on first page after Jetty restart
Bug,Major,encodeURL broken on Tomcat 7.0.28
Improvement,Major,Upgrade Atmosphere to 1.0-beta
Improvement,Major,Add an additional Ajax call listener point - before the call
Bug,Major,LazyInitProxyFactory uses wrong ClassLoader in OSGi environment
Improvement,Trivial,ResourceModel once assigned should not re-assign
Bug,Major,XmlPullParser doesn't parse correctly attributes with complex namespace
Bug,Major,AutoLinkResolver looks in the wrong scope
Bug,Major,tag broken in certain situations when  reference added in page header section
Bug,Minor,Unescaped html in autocomplete
Improvement,Minor,Allow using custom CSS classes for the selected and last TabbedPanel tabs
Bug,Minor,StringValidator.exactLength has wrong variable in ErrorMessage
Bug,Major,tracking id retrieved in AtmosphereBehavior#onRequest() is always 0
Bug,Major,ThreadContext should be detached before each subscribed page gets notified
Improvement,Major,Filter component does not clear filter fields
Improvement,Minor,TimeField not able to work with a java.sql.Time
Bug,Major,CssPackageResource doesn't work if the extension isn't css
Bug,Major,KittenCaptchaPanel is broken
Bug,Major,SerializingObjectSizeOfStrategy do not use framework serializer
Bug,Major,Resource bundles are not resolved on PriorityHeaderItems
Bug,Major,''NEW VALUE' is not a valid Serializable' error during ajax form submission
Bug,Major,FormComponents remain invalid forever if there is no feedback panel
Bug,Major,DOM ids change of the input fields of FilterToolbar
Bug,Major,JavaScriptStripper fails with single line comments
Bug,Major,Clicking on Label of Radio doesn't update component with Ajax update
Bug,Major,Wicket 6: modal windows in Safari are always in drag or resize mode
Bug,Major,ComponentFeedbackPanel broken under Wicket 6.0.0 when RenderStrategy.REDIRECT_TO_RENDER
Bug,Major,PageParameters#mergeWith may loose values of the 'other' PP
Bug,Major,Using both MountedMapper and CryptoMapper causes warning
Bug,Major,DOM ids change of the input fields of FilterToolbar
Bug,Critical,URL rendering regression
Bug,Minor,RfcCompliantEmailAddressValidator error message not defined
Improvement,Minor,Wicket unit tests rely on hashmap iteration order
Bug,Trivial,DatePickerTest fails because of java inconsistensy on localizing March german shortname Mrz vs Mr
Bug,Minor,UrlDecoder should log a message when invalid input is provided
Improvement,Major,Add #setStatus(int) in AbstractResource.ResourceResponse
Bug,Major,AjaxEditableChoiceLabel won't close select onblur
Bug,Minor,CLONE - BaseWicketTester.clickLink() does not work with a ResourceLink with ResourceReference
Improvement,Major,Make SerializationChecker easier for extending so custom checks can be added to it
Bug,Major,Modal panel mouse pointer in resize style for MSIE8 and MSIE9
Bug,Major,Return error code 400 when an Ajax request has no base url set in header/request parameters.
Bug,Major,AbstractResourceReferenceMapper doesn't escape separators in style/variation names
Bug,Major,Integer overflow in AbstractToolbar
Improvement,Minor,Making MultiFileUploadField use HTML5 multiple attr & remove confusing fakepath
Bug,Minor,Page parameters not working with CryptoMapper
Bug,Major,Wicket-Atmosphere track message length
Improvement,Minor,CheckBoxMultipleChoice should implement getAdditionalAttributes as RadioChoice
Bug,Major,Rendering of feedback messages fails with DebugBar in page
Bug,Minor,ValidationError messages for NumberTextFields with minimum/maximum are always English
Improvement,Major,Use a Set to keep the supported wicket elements in WicketTagIdentifier
Bug,Minor,UrlRenderer.renderRelativeUrl misbehavior if the filterPath is composed.
Improvement,Minor,AjaxPagingNaviagtionLink should provide updateAjaxAttributes like AjaxLink
Improvement,Major,ConcatBundleResource should use the respective ITextResourceCompressor
Improvement,Minor,Use a behavior that modifies AbstractLink's markup when disabled
Improvement,Minor,PagingNavigation: possible to call setStartIndex() earlier than onBeforeRender?
Bug,Minor,Form#visitFormComponents can cause ClassCastException
Bug,Trivial,Wrong charset or screwed up characters in Norwegian properties-file
Improvement,Minor,ModalWindow overwrites window.onbeforeunload
Bug,Minor,org.apache.wicket.util.resource.Patht#find fails on Windows
Bug,Major,Rendered Url on root context with cookies disabled might result in double slash //
Bug,Major,CryptoMapper ignores original queryString parameters
Improvement,Major,Websocket broadcast support does not work with OSGi
Bug,Major,Header can not be set from IRequestCycleListener#onEndRequest()
Bug,Major,Mounted page is not throwing ExpireException with setting setRecreateMountedPagesAfterExpiry(false)
Improvement,Minor,Palette does not handle disabled choices correctly
Improvement,Minor,DownloadLink uses wrong encoding for spaces/non-ASCII characters
Bug,Major,Rendered URL is resulting with double slash when using AuthenticatedWebApplication
Improvement,Major,Wicket-atmosphere filters should be functions on AtmosphereResource
Improvement,Major,Allow passing parameters to atmosphere JS
Bug,Minor,compareTo methods of Actions in BufferedWebResponse violate Comparable contract
Bug,Minor,AjaxFormChoiceComponentUpdatingBehavior cannot be triggered with BaseWicketTester#executeAjaxEvent()
Bug,Minor,Rename Component#renderHead(HtmlHeaderContainer)
Improvement,Major,Move the logic for creating the proper PackageResource from PackageResourceReference to ResourceReferenceRegistry
Bug,Minor,client side memory leak on  date picker
Improvement,Trivial,extra recursion on Wicket.DOM.get
Bug,Major,wicket-ajax-jquery.js fails with 'member not found' on IE for delayed ajax requests
Bug,Major,AbstractNumberConverter issue when used with NumberFormat#getCurrencyInstance
Bug,Major,WicketTester should send copies of its cookies
Bug,Major,Wicket Enclosure fails with more than one component
Improvement,Major,BaseWicketTester#clickLink() doesn not serialize form to request for SubmitLink but does for AjaxSubmitLink
Bug,Major,InlineEnclosureHandler always uses 'wicket' namespace
Improvement,Minor,Set the component as a context to the ajax listeners
Improvement,Minor,Add equals() and hashcode() implementation to INamedParameters.NamedPair
Bug,Major,Session.exists() returns false when ThreadContext#session is not set to current session
Improvement,Minor,AutoComplete should not request suggestions if input is no longer active element
Bug,Major,Possible bug in org.apache.wicket.util.lang.Packages when building path with repeating names
Bug,Minor,AutoComplete still triggers redundant events to registered change listener
Improvement,Major,Improve UrlRenderer to be able to render urls without scheme and/or host
Improvement,Major,Allow PackageResource to decide itself whether it could be accepted or not
Bug,Major,UrlRenderer#removeCommonPrefixes() fails when contextPath+filterPrefix has more segments than the argument
Bug,Major,form#onSubmit() is called on just replaced nested forms
Improvement,Minor,Allow WebApplication-specific Spring configuration
Bug,Major,InlineEnclosure are piling up on each render
Bug,Major,FormTester throws an exception when a Palette component is added to a Form associated with a compound property model
Improvement,Minor,The Bootstrap class does not provide a handle for the CSSResourceReferences.
Improvement,Minor,Extract the short names of the ajax attributes as a constants
Bug,Major,AjaxSelfUpdatingTimerBehavior in hidden component in ModalWindow causes Ajax Response Error
Improvement,Major,Set a different TimeZone for the RequestLogger
Bug,Major,Wicket ignores allowDefault:false attribute in multipart ajax requests
Bug,Major,Component.continueToOriginalDestination() can redirect to ./.
Improvement,Major,Improve ResourceReference#getDependencies() API
Bug,Major,SecurePackageResourceGuard is blocking access to web fonts
Bug,Major,Evaluation of returned data (which includes alot of javascript) very slow after ajax call in IE10.
Bug,Major,wicket-atmosphere EventBus constructor throws NullPointerException under invalid state
Bug,Critical,InterceptData never gets cleared from session after continueToOriginalDestination is called and another page is requested afterwards
Bug,Major,Exception while rendering absolute URL with UrlResourceReference
Improvement,Minor,Create an interface for the roles replacing the current Roles class
Bug,Major,PageRequestHandlerTracker doesn't track resolves of handlers caused by Exception
Improvement,Trivial,Log additional info when FormComponent fails in updateCollectionModel
